 ****** HSPICE -- P-2019.06-SP1-1 win64 (Sep 27 2019) ******
  Copyright (c) 1986 - 2026 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
7
#Number of plot points
500
#Number of Measures
12
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
i_avg,i_peak,p_avg,p_max,pdp,tp_avg,tp_cout_fall,tp_cout_rise,tp_max,tp_s7_fall,tp_s7_rise,vdd_actual,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
-0.0001224384,-0.001843804,0.0001126429,0.004128782,1.207825e-13,8.765954e-10,8.937287e-10,9.038119e-10,9.038119e-10,8.640551e-10,8.447859e-10,0.9304764,-0.7621005,-0.8881013,-0.6369801
-0.0001224139,-0.001843573,0.0001127404,0.004131087,1.208441e-13,8.767301e-10,8.939064e-10,9.039191e-10,9.039191e-10,8.641525e-10,8.449424e-10,0.9309424,-0.755415,-0.8811601,-0.6305354
-0.0001222622,-0.001843563,0.0001127703,0.004131103,1.208576e-13,8.775189e-10,8.94776e-10,9.046792e-10,9.046792e-10,8.648591e-10,8.457612e-10,0.9311324,-0.7487631,-0.8742567,-0.6241204
-0.0001221938,-0.001842964,0.0001129958,0.004137201,1.208749e-13,8.778859e-10,8.952091e-10,9.050193e-10,9.050193e-10,8.651615e-10,8.461538e-10,0.9321585,-0.7421442,-0.8673903,-0.6177346
-0.0001221761,-0.001842386,0.0001130502,0.004138226,1.209799e-13,8.780161e-10,8.953574e-10,9.051371e-10,9.051371e-10,8.652684e-10,8.463014e-10,0.9323637,-0.7355576,-0.8605603,-0.6113774
-0.000122017,-0.001842023,0.0001132179,0.004141646,1.209871e-13,8.787647e-10,8.961589e-10,9.05889e-10,9.05889e-10,8.659572e-10,8.470536e-10,0.9330456,-0.7290027,-0.853766,-0.6050483
-0.0001219796,-0.001841515,0.0001132821,0.004143362,1.210031e-13,8.790326e-10,8.964934e-10,9.061184e-10,9.061184e-10,8.661381e-10,8.473739e-10,0.9333865,-0.7224791,-0.8470067,-0.5987467
-0.0001219643,-0.001840998,0.0001133251,0.004144304,1.21057e-13,8.790333e-10,8.964957e-10,9.061217e-10,9.061217e-10,8.661413e-10,8.473812e-10,0.9335745,-0.715986,-0.8402818,-0.5924723
-0.0001218968,-0.001840667,0.0001136526,0.004151321,1.211112e-13,8.794607e-10,8.96965e-10,9.065255e-10,9.065255e-10,8.665197e-10,8.478325e-10,0.9349737,-0.709523,-0.8335907,-0.5862245
-0.000121791,-0.001840053,0.0001136938,0.004152923,1.211194e-13,8.799281e-10,8.974703e-10,9.069739e-10,9.069739e-10,8.669646e-10,8.483037e-10,0.9352923,-0.7030895,-0.8269327,-0.5800027
-0.00012168,-0.001839178,0.000113745,0.004153773,1.211288e-13,8.804718e-10,8.981021e-10,9.075103e-10,9.075103e-10,8.673859e-10,8.48889e-10,0.9354622,-0.6966849,-0.8203072,-0.5738066
-0.0001216101,-0.001838907,0.0001139009,0.004157163,1.211329e-13,8.808581e-10,8.985309e-10,9.078544e-10,9.078544e-10,8.677515e-10,8.492957e-10,0.9361366,-0.6903088,-0.8137137,-0.5676358
-0.0001215543,-0.001838831,0.0001140448,0.004160094,1.211983e-13,8.811517e-10,8.988672e-10,9.08138e-10,9.08138e-10,8.679986e-10,8.496031e-10,0.9367187,-0.6839607,-0.8071516,-0.5614896
-0.0001214669,-0.001838348,0.0001140664,0.004160551,1.212275e-13,8.816033e-10,8.993522e-10,9.085788e-10,9.085788e-10,8.683943e-10,8.50088e-10,0.9368096,-0.67764,-0.8006202,-0.5553677
-0.0001214358,-0.001837955,0.0001141249,0.004162102,1.212449e-13,8.817683e-10,8.995302e-10,9.087455e-10,9.087455e-10,8.685507e-10,8.502468e-10,0.9371189,-0.6713462,-0.7941192,-0.5492698
-0.0001211508,-0.001837454,0.0001141454,0.004162634,1.212687e-13,8.832287e-10,9.011907e-10,9.101365e-10,9.101365e-10,8.698205e-10,8.517672e-10,0.9372248,-0.6650789,-0.7876478,-0.5431952
-0.0001211388,-0.001837306,0.0001143331,0.004166667,1.213226e-13,8.833507e-10,9.013239e-10,9.102419e-10,9.102419e-10,8.699251e-10,8.519117e-10,0.9380275,-0.6588377,-0.7812057,-0.5371437
-0.0001209879,-0.001836671,0.0001144596,0.004169889,1.213401e-13,8.841496e-10,9.021966e-10,9.110147e-10,9.110147e-10,8.706387e-10,8.527482e-10,0.9386679,-0.652622,-0.7747922,-0.5311149
-0.0001208768,-0.00183652,0.000114507,0.004170869,1.213921e-13,8.846926e-10,9.028037e-10,9.115433e-10,9.115433e-10,8.711059e-10,8.533177e-10,0.9388618,-0.6464314,-0.7684069,-0.5251082
-0.0001206347,-0.001833745,0.0001146143,0.004173513,1.21434e-13,8.860606e-10,9.043461e-10,9.12841e-10,9.12841e-10,8.722924e-10,8.54763e-10,0.9393879,-0.6402655,-0.7620493,-0.5191234
-0.0001205981,-0.001833674,0.0001147301,0.00417572,1.214365e-13,8.861887e-10,9.045028e-10,9.129668e-10,9.129668e-10,8.723943e-10,8.548911e-10,0.9398253,-0.6341238,-0.7557189,-0.5131601
-0.0001203104,-0.001831238,0.0001148122,0.004177702,1.21453e-13,8.877672e-10,9.062596e-10,9.144891e-10,9.144891e-10,8.737666e-10,8.565534e-10,0.9402192,-0.628006,-0.7494153,-0.5072179
-0.0001202768,-0.001831096,0.0001150123,0.004182545,1.2146e-13,8.878981e-10,9.064062e-10,9.145975e-10,9.145975e-10,8.738806e-10,8.567082e-10,0.9411801,-0.6219116,-0.7431379,-0.5012964
-0.000120252,-0.001830648,0.0001150785,0.004183424,1.21562e-13,8.880427e-10,9.065851e-10,9.147378e-10,9.147378e-10,8.739852e-10,8.568628e-10,0.9413547,-0.6158402,-0.7368864,-0.4953953
-0.0001202328,-0.001830624,0.0001151355,0.004185094,1.215703e-13,8.881421e-10,9.066837e-10,9.14823e-10,9.14823e-10,8.740918e-10,8.5697e-10,0.941686,-0.6097914,-0.7306603,-0.4895142
-0.0001200583,-0.001830024,0.0001151654,0.004185631,1.21613e-13,8.890938e-10,9.077493e-10,9.157451e-10,9.157451e-10,8.749149e-10,8.579661e-10,0.9417935,-0.6037648,-0.7244591,-0.4836527
-0.0001197969,-0.001828969,0.0001152345,0.00418761,1.216281e-13,8.905107e-10,9.093493e-10,9.171012e-10,9.171012e-10,8.761314e-10,8.594609e-10,0.9421858,-0.5977601,-0.7182824,-0.4778106
-0.0001197565,-0.001827407,0.0001154981,0.004193,1.216284e-13,8.907599e-10,9.096269e-10,9.173422e-10,9.173422e-10,8.763498e-10,8.597208e-10,0.9432533,-0.5917769,-0.7121298,-0.4719875
-0.0001196918,-0.001827385,0.0001155465,0.004193775,1.216348e-13,8.911303e-10,9.100475e-10,9.177023e-10,9.177023e-10,8.766762e-10,8.600951e-10,0.9434978,-0.5858148,-0.706001,-0.4661831
-0.0001196422,-0.00182584,0.0001156154,0.004195251,1.216775e-13,8.914544e-10,9.104128e-10,9.179925e-10,9.179925e-10,8.769512e-10,8.604609e-10,0.9436994,-0.5798734,-0.6998954,-0.460397
-0.0001196273,-0.001825306,0.0001156735,0.004196638,1.216938e-13,8.914881e-10,9.104506e-10,9.180274e-10,9.180274e-10,8.769833e-10,8.604911e-10,0.9439742,-0.5739524,-0.6938128,-0.4546289
-0.0001196014,-0.001825302,0.0001156742,0.004196654,1.217426e-13,8.915874e-10,9.105462e-10,9.181369e-10,9.181369e-10,8.770824e-10,8.605843e-10,0.9439774,-0.5680515,-0.6877527,-0.4488785
-0.0001195777,-0.001823162,0.000115723,0.004197967,1.218205e-13,8.917454e-10,9.107227e-10,9.182835e-10,9.182835e-10,8.772205e-10,8.607547e-10,0.944237,-0.5621703,-0.6817147,-0.4431456
-0.0001195775,-0.001823088,0.0001158936,0.004201625,1.218206e-13,8.917463e-10,9.107238e-10,9.182844e-10,9.182844e-10,8.772214e-10,8.607557e-10,0.9449614,-0.5563085,-0.6756985,-0.4374298
-0.0001195562,-0.001822201,0.0001159065,0.004202547,1.218207e-13,8.918521e-10,9.108549e-10,9.183745e-10,9.183745e-10,8.772982e-10,8.608809e-10,0.9451441,-0.5504657,-0.6697037,-0.4317308
-0.0001193857,-0.001821917,0.0001160645,0.004205627,1.218649e-13,8.928554e-10,9.119478e-10,9.193544e-10,9.193544e-10,8.782007e-10,8.619188e-10,0.9457536,-0.5446417,-0.66373,-0.4260483
-0.0001192903,-0.00182191,0.0001162541,0.004209361,1.218886e-13,8.933665e-10,9.125321e-10,9.198424e-10,9.198424e-10,8.786405e-10,8.62451e-10,0.9464924,-0.538836,-0.657777,-0.4203821
-0.0001188416,-0.001821209,0.0001162543,0.004209367,1.21921e-13,8.958833e-10,9.153563e-10,9.22254e-10,9.22254e-10,8.808172e-10,8.651058e-10,0.9464936,-0.5330485,-0.6518443,-0.4147319
-0.0001187291,-0.001813946,0.0001162674,0.004209821,1.21922e-13,8.965125e-10,9.1605e-10,9.228638e-10,9.228638e-10,8.813721e-10,8.657642e-10,0.9465831,-0.5272788,-0.6459317,-0.4090973
-0.0001186556,-0.001813886,0.0001164203,0.004213374,1.219354e-13,8.969048e-10,9.164823e-10,9.232397e-10,9.232397e-10,8.817132e-10,8.661778e-10,0.9472854,-0.5215266,-0.6400388,-0.4034782
-0.0001186427,-0.001813867,0.0001164585,0.004213837,1.219505e-13,8.969371e-10,9.165205e-10,9.232891e-10,9.232891e-10,8.817611e-10,8.661841e-10,0.947377,-0.5157916,-0.6341652,-0.3978742
-0.0001185803,-0.001813732,0.000116577,0.00421674,1.219941e-13,8.973436e-10,9.169895e-10,9.23649e-10,9.23649e-10,8.820875e-10,8.666482e-10,0.9479505,-0.5100735,-0.6283107,-0.3922851
-0.0001185215,-0.001813616,0.0001165926,0.004216797,1.220239e-13,8.977125e-10,9.173988e-10,9.240102e-10,9.240102e-10,8.824132e-10,8.670279e-10,0.9479619,-0.504372,-0.622475,-0.3867107
-0.0001184572,-0.001813373,0.0001166058,0.004217543,1.221091e-13,8.980723e-10,9.177893e-10,9.243667e-10,9.243667e-10,8.82736e-10,8.673972e-10,0.9481084,-0.4986869,-0.6166576,-0.3811506
-0.0001184126,-0.001812215,0.0001166846,0.004219284,1.221478e-13,8.983024e-10,9.180467e-10,9.245922e-10,9.245922e-10,8.829387e-10,8.67632e-10,0.9484533,-0.4930178,-0.6108584,-0.3756046
-0.0001183619,-0.001811568,0.0001168185,0.004222232,1.222791e-13,8.985758e-10,9.183708e-10,9.248325e-10,9.248325e-10,8.831542e-10,8.679459e-10,0.9490361,-0.4873646,-0.6050769,-0.3700726
-0.0001183001,-0.001811509,0.0001169188,0.004224478,1.22292e-13,8.99002e-10,9.188486e-10,9.252399e-10,9.252399e-10,8.83522e-10,8.683976e-10,0.9494789,-0.4817268,-0.599313,-0.3645541
-0.0001179021,-0.001810766,0.0001171797,0.004230311,1.222974e-13,9.012371e-10,9.213248e-10,9.274052e-10,9.274052e-10,8.854911e-10,8.707274e-10,0.9506305,-0.4761044,-0.5935664,-0.3590491
-0.000117896,-0.001810012,0.000117257,0.004231734,1.223023e-13,9.013672e-10,9.214771e-10,9.27523e-10,9.27523e-10,8.855986e-10,8.708699e-10,0.9509104,-0.470497,-0.5878367,-0.3535572
-0.0001178643,-0.001809205,0.00011768,0.004241204,1.223473e-13,9.01546e-10,9.216711e-10,9.276955e-10,9.276955e-10,8.857615e-10,8.710559e-10,0.9527768,-0.4649043,-0.5821236,-0.3480783
-0.000117707,-0.001808318,0.0001177122,0.004241871,1.224181e-13,9.024378e-10,9.226651e-10,9.285603e-10,9.285603e-10,8.865401e-10,8.719857e-10,0.952908,-0.4593261,-0.576427,-0.3426121
-0.0001176651,-0.00180483,0.0001177427,0.004242603,1.224612e-13,9.026645e-10,9.229155e-10,9.287812e-10,9.287812e-10,8.867405e-10,8.722206e-10,0.9530528,-0.4537622,-0.5707465,-0.3371583
-0.0001175885,-0.001804021,0.0001177452,0.004242657,1.2252e-13,9.031542e-10,9.234695e-10,9.292434e-10,9.292434e-10,8.871537e-10,8.727503e-10,0.9530629,-0.4482123,-0.5650818,-0.3317168
-0.0001174744,-0.001803772,0.0001179293,0.004247119,1.225508e-13,9.038082e-10,9.241943e-10,9.298742e-10,9.298742e-10,8.877399e-10,8.734245e-10,0.9539415,-0.4426761,-0.5594328,-0.3262873
-0.0001174661,-0.00180376,0.0001180762,0.00424975,1.225971e-13,9.038539e-10,9.242417e-10,9.299188e-10,9.299188e-10,8.877803e-10,8.734749e-10,0.9544588,-0.4371535,-0.553799,-0.3208697
-0.0001172411,-0.00180371,0.0001182108,0.004252693,1.226365e-13,9.052109e-10,9.25759e-10,9.312198e-10,9.312198e-10,8.889494e-10,8.749156e-10,0.9550335,-0.4316442,-0.5481804,-0.3154636
-0.0001171542,-0.001803539,0.0001184448,0.004257949,1.226967e-13,9.057003e-10,9.262991e-10,9.316973e-10,9.316973e-10,8.893989e-10,8.754059e-10,0.9560718,-0.426148,-0.5425766,-0.3100689
-0.0001171493,-0.001800471,0.00011846,0.004258439,1.227126e-13,9.057631e-10,9.263678e-10,9.317574e-10,9.317574e-10,8.894424e-10,8.754848e-10,0.9561674,-0.4206646,-0.5369873,-0.3046854
-0.0001170762,-0.001800331,0.0001185868,0.004260591,1.227164e-13,9.061707e-10,9.26824e-10,9.321526e-10,9.321526e-10,8.898001e-10,8.759062e-10,0.9565899,-0.4151939,-0.5314124,-0.2993129
-0.00011698,-0.001799622,0.0001186836,0.004262514,1.227303e-13,9.067611e-10,9.274816e-10,9.32719e-10,9.32719e-10,8.903099e-10,8.765337e-10,0.9569686,-0.4097355,-0.5258516,-0.2939512
-0.0001168836,-0.001799103,0.0001188719,0.004266809,1.227698e-13,9.073642e-10,9.281349e-10,9.333033e-10,9.333033e-10,8.908274e-10,8.771409e-10,0.9578119,-0.4042893,-0.5203047,-0.2886
-0.0001168728,-0.00179863,0.0001189431,0.004268422,1.22772e-13,9.073658e-10,9.281514e-10,9.333087e-10,9.333087e-10,8.908622e-10,8.771474e-10,0.9581275,-0.3988551,-0.5147714,-0.2832592
-0.0001168709,-0.00179861,0.000118997,0.004270279,1.227968e-13,9.073664e-10,9.28162e-10,9.333112e-10,9.333112e-10,8.908656e-10,8.771704e-10,0.9585034,-0.3934326,-0.5092515,-0.2779286
-0.0001168642,-0.001798426,0.0001190626,0.004271512,1.228194e-13,9.074153e-10,9.282028e-10,9.333663e-10,9.333663e-10,8.909046e-10,8.771876e-10,0.9587348,-0.3880217,-0.5037447,-0.2726079
-0.0001168072,-0.001797726,0.0001190905,0.004271891,1.22885e-13,9.077898e-10,9.286203e-10,9.337168e-10,9.337168e-10,8.912269e-10,8.775953e-10,0.9588088,-0.3826221,-0.4982509,-0.2672971
-0.0001167763,-0.001797515,0.0001191094,0.004272086,1.230108e-13,9.078898e-10,9.287317e-10,9.338169e-10,9.338169e-10,8.913029e-10,8.777077e-10,0.9588463,-0.3772336,-0.4927698,-0.2619958
-0.000116742,-0.001797501,0.0001192335,0.004275165,1.23031e-13,9.081603e-10,9.290534e-10,9.340518e-10,9.340518e-10,8.915394e-10,8.779964e-10,0.9594909,-0.3718561,-0.4873012,-0.256704
-0.0001167067,-0.001796455,0.0001192716,0.004275367,1.230389e-13,9.083795e-10,9.292876e-10,9.342744e-10,9.342744e-10,8.917395e-10,8.782164e-10,0.9595821,-0.3664893,-0.481845,-0.2514214
-0.0001166571,-0.001796387,0.0001194572,0.004279767,1.230474e-13,9.087103e-10,9.296653e-10,9.345926e-10,9.345926e-10,8.920091e-10,8.785742e-10,0.9603534,-0.361133,-0.4764007,-0.2461479
-0.0001166034,-0.001795316,0.000119816,0.004287477,1.231004e-13,9.090934e-10,9.300751e-10,9.349763e-10,9.349763e-10,8.923538e-10,8.789682e-10,0.9618628,-0.3557871,-0.4709684,-0.2408832
-0.0001165971,-0.00179413,0.00011985,0.004287963,1.231074e-13,9.091377e-10,9.301244e-10,9.35019e-10,9.35019e-10,8.923926e-10,8.790147e-10,0.9619579,-0.3504513,-0.4655477,-0.2356272
-0.0001165197,-0.001793271,0.0001198961,0.004288966,1.23225e-13,9.095473e-10,9.305811e-10,9.35423e-10,9.35423e-10,8.92759e-10,8.79426e-10,0.962155,-0.3451255,-0.4601385,-0.2303798
-0.0001164274,-0.001792504,0.0001198976,0.004289221,1.233147e-13,9.101227e-10,9.312249e-10,9.35959e-10,9.35959e-10,8.932585e-10,8.800483e-10,0.9622049,-0.3398095,-0.4547405,-0.2251407
-0.000116354,-0.001792482,0.0001200501,0.004292305,1.235172e-13,9.104198e-10,9.315746e-10,9.362331e-10,9.362331e-10,8.934985e-10,8.803729e-10,0.9628083,-0.334503,-0.4493536,-0.2199097
-0.0001163473,-0.00179227,0.0001200897,0.004293352,1.235687e-13,9.104448e-10,9.316024e-10,9.362573e-10,9.362573e-10,8.935204e-10,8.803991e-10,0.9630133,-0.329206,-0.4439775,-0.2146868
-0.0001163418,-0.001791893,0.0001204963,0.004302781,1.236013e-13,9.106239e-10,9.317904e-10,9.364518e-10,9.364518e-10,8.936839e-10,8.805696e-10,0.9648565,-0.3239182,-0.4386122,-0.2094716
-0.0001163278,-0.001791722,0.0001206896,0.00430625,1.236951e-13,9.107286e-10,9.319171e-10,9.365351e-10,9.365351e-10,8.937791e-10,8.806833e-10,0.9655341,-0.3186394,-0.4332572,-0.2042642
-0.0001163274,-0.00179127,0.0001212841,0.004319178,1.237248e-13,9.107527e-10,9.319279e-10,9.365655e-10,9.365655e-10,8.938038e-10,8.807136e-10,0.9680474,-0.3133694,-0.4279126,-0.1990642
-0.0001163038,-0.001789823,0.0001214446,0.004322749,1.238501e-13,9.108782e-10,9.320795e-10,9.366822e-10,9.366822e-10,8.939013e-10,8.808499e-10,0.968753,-0.3081082,-0.422578,-0.1938716
-0.0001162085,-0.001789608,0.0001215056,0.004323719,1.238756e-13,9.114821e-10,9.32729e-10,9.37277e-10,9.37277e-10,8.944532e-10,8.814692e-10,0.9689403,-0.3028555,-0.4172534,-0.1886861
-0.0001161899,-0.001789296,0.0001217859,0.004329698,1.239171e-13,9.115241e-10,9.328033e-10,9.373061e-10,9.373061e-10,8.944625e-10,8.815248e-10,0.9701463,-0.2976111,-0.4119385,-0.1835077
-0.0001159831,-0.001788761,0.0001218864,0.004332137,1.239464e-13,9.12902e-10,9.343177e-10,9.386356e-10,9.386356e-10,8.956929e-10,8.829618e-10,0.9705791,-0.2923749,-0.4066331,-0.1783361
-0.0001159711,-0.001788065,0.0001222717,0.004340474,1.239891e-13,9.129688e-10,9.343977e-10,9.386986e-10,9.386986e-10,8.957347e-10,8.830441e-10,0.9722425,-0.2871467,-0.4013371,-0.1731711
-0.0001159149,-0.00178781,0.0001223269,0.004341666,1.239922e-13,9.133025e-10,9.347839e-10,9.390074e-10,9.390074e-10,8.960096e-10,8.834092e-10,0.9724321,-0.2819263,-0.3960502,-0.1680127
-0.0001159114,-0.001787647,0.0001224576,0.004344665,1.24041e-13,9.133238e-10,9.348075e-10,9.390279e-10,9.390279e-10,8.960281e-10,8.834315e-10,0.9730135,-0.2767136,-0.3907724,-0.1628607
-0.0001158068,-0.001786679,0.000122521,0.004345583,1.240613e-13,9.139156e-10,9.354469e-10,9.396213e-10,9.396213e-10,8.965771e-10,8.840169e-10,0.9732349,-0.2715085,-0.3855034,-0.1577149
-0.0001158018,-0.001786672,0.0001226272,0.004347795,1.240972e-13,9.139602e-10,9.354906e-10,9.396709e-10,9.396709e-10,8.966221e-10,8.840572e-10,0.9736245,-0.2663106,-0.3802431,-0.1525752
-0.0001157153,-0.00178578,0.0001226384,0.004348058,1.242065e-13,9.144974e-10,9.360965e-10,9.401784e-10,9.401784e-10,8.970848e-10,8.846299e-10,0.9737157,-0.26112,-0.3749913,-0.1474414
-0.0001156602,-0.00178548,0.0001227645,0.004350872,1.242263e-13,9.148741e-10,9.365275e-10,9.40534e-10,9.40534e-10,8.973967e-10,8.850382e-10,0.9742039,-0.2559363,-0.3697478,-0.1423133
-0.0001156227,-0.001784063,0.0001229331,0.004354426,1.242376e-13,9.150812e-10,9.367455e-10,9.407267e-10,9.407267e-10,8.975991e-10,8.852536e-10,0.9749097,-0.2507596,-0.3645124,-0.1371909
-0.0001155186,-0.001783081,0.0001232438,0.004360838,1.243377e-13,9.157919e-10,9.375374e-10,9.414296e-10,9.414296e-10,8.982138e-10,8.859869e-10,0.976195,-0.2455895,-0.359285,-0.1320739
-0.0001154609,-0.001782574,0.0001232977,0.004362008,1.243999e-13,9.160829e-10,9.378648e-10,9.417069e-10,9.417069e-10,8.984672e-10,8.862927e-10,0.9764219,-0.240426,-0.3540655,-0.1269623
-0.0001154198,-0.001781677,0.0001233716,0.004364248,1.24409e-13,9.163537e-10,9.381526e-10,9.419853e-10,9.419853e-10,8.987115e-10,8.865653e-10,0.9768061,-0.2352689,-0.3488536,-0.1218558
-0.0001154022,-0.001780355,0.0001236002,0.00436855,1.244699e-13,9.16464e-10,9.382788e-10,9.420831e-10,9.420831e-10,8.988058e-10,8.866884e-10,0.9776482,-0.2301181,-0.3436492,-0.1167544
-0.0001153238,-0.001779409,0.0001237601,0.004371042,1.245788e-13,9.17002e-10,9.38867e-10,9.426023e-10,9.426023e-10,8.992856e-10,8.872529e-10,0.978277,-0.2249734,-0.3384522,-0.1116578
-0.0001151915,-0.001779333,0.0001237982,0.004372548,1.246292e-13,9.178925e-10,9.39868e-10,9.434697e-10,9.434697e-10,9.000506e-10,8.881818e-10,0.9784626,-0.2198346,-0.3332623,-0.106566
-0.0001151141,-0.001778731,0.0001239753,0.004376616,1.246517e-13,9.182466e-10,9.402478e-10,9.438087e-10,9.438087e-10,9.003804e-10,8.885495e-10,0.9792082,-0.2147016,-0.3280795,-0.1014788
-0.0001150853,-0.001778252,0.0001242918,0.004383387,1.247016e-13,9.184673e-10,9.405074e-10,9.440143e-10,9.440143e-10,9.005691e-10,8.887786e-10,0.9805164,-0.2095742,-0.3229035,-0.09639607
-0.0001150234,-0.001778118,0.0001244545,0.004386821,1.247272e-13,9.188686e-10,9.409615e-10,9.443934e-10,9.443934e-10,9.008941e-10,8.892252e-10,0.9812217,-0.2044524,-0.3177343,-0.09131764
-0.0001149893,-0.001775882,0.000124531,0.004388937,1.247571e-13,9.190569e-10,9.411707e-10,9.445793e-10,9.445793e-10,9.010753e-10,8.894022e-10,0.9815884,-0.1993359,-0.3125716,-0.08624338
-0.0001149528,-0.001774269,0.0001245938,0.004389423,1.24782e-13,9.193294e-10,9.414657e-10,9.448547e-10,9.448547e-10,9.013119e-10,8.896855e-10,0.9816823,-0.1942246,-0.3074153,-0.08117317
-0.0001149024,-0.001770812,0.0001247234,0.004392473,1.247926e-13,9.196272e-10,9.417938e-10,9.451374e-10,9.451374e-10,9.015759e-10,8.900018e-10,0.9823183,-0.1891184,-0.3022653,-0.07610687
-0.0001148642,-0.001768903,0.0001248032,0.004394505,1.248441e-13,9.198747e-10,9.420643e-10,9.453854e-10,9.453854e-10,9.017861e-10,8.902629e-10,0.9826629,-0.1840172,-0.2971214,-0.07104432
-0.0001148249,-0.001768854,0.0001248993,0.004396543,1.248493e-13,9.201229e-10,9.423418e-10,9.456118e-10,9.456118e-10,9.020213e-10,8.90517e-10,0.9830979,-0.1789207,-0.2919835,-0.0659854
-0.0001146608,-0.001767561,0.0001249142,0.004396902,1.249037e-13,9.21193e-10,9.43527e-10,9.466653e-10,9.466653e-10,9.029415e-10,8.916383e-10,0.983125,-0.1738288,-0.2868514,-0.06092998
-0.0001146286,-0.001766625,0.0001250642,0.004399931,1.249073e-13,9.21375e-10,9.437307e-10,9.468362e-10,9.468362e-10,9.031142e-10,8.918188e-10,0.9837111,-0.1687415,-0.2817249,-0.05587792
-0.0001145462,-0.00176231,0.0001250682,0.004400292,1.249176e-13,9.219275e-10,9.443436e-10,9.473688e-10,9.473688e-10,9.035884e-10,8.924092e-10,0.9837786,-0.1636585,-0.276604,-0.05082907
-0.0001144842,-0.00176119,0.0001252045,0.004402717,1.249573e-13,9.22353e-10,9.448304e-10,9.477636e-10,9.477636e-10,9.039673e-10,8.928507e-10,0.9842458,-0.1585797,-0.2714885,-0.04578332
-0.0001143981,-0.001760989,0.0001252373,0.004403369,1.250026e-13,9.228874e-10,9.454153e-10,9.482846e-10,9.482846e-10,9.044311e-10,8.934188e-10,0.9844137,-0.1535051,-0.2663782,-0.04074052
-0.0001143792,-0.001758618,0.0001252417,0.004403613,1.251414e-13,9.229919e-10,9.455428e-10,9.4839e-10,9.4839e-10,9.045063e-10,8.935285e-10,0.9844606,-0.1484343,-0.2612729,-0.03570054
-0.0001140901,-0.001757309,0.0001253499,0.004405567,1.252018e-13,9.248952e-10,9.476247e-10,9.502559e-10,9.502559e-10,9.062206e-10,8.954795e-10,0.984837,-0.1433674,-0.2561727,-0.03066328
-0.0001139794,-0.001753173,0.000125474,0.004408326,1.252324e-13,9.255811e-10,9.484087e-10,9.508912e-10,9.508912e-10,9.067839e-10,8.962406e-10,0.9853681,-0.1383042,-0.2510773,-0.02562855
-0.000113856,-0.001752821,0.0001258648,0.004415944,1.252364e-13,9.264335e-10,9.493527e-10,9.51723e-10,9.51723e-10,9.075315e-10,8.971266e-10,0.9869623,-0.1332445,-0.2459865,-0.02059626
-0.0001138297,-0.0017504,0.0001260289,0.004420219,1.253686e-13,9.266576e-10,9.495889e-10,9.519548e-10,9.519548e-10,9.077332e-10,8.973534e-10,0.9876136,-0.1281882,-0.2409002,-0.01556627
-0.0001137304,-0.001749903,0.0001261065,0.004421707,1.254335e-13,9.273247e-10,9.503451e-10,9.525853e-10,9.525853e-10,9.083238e-10,8.980444e-10,0.987892,-0.1231352,-0.2358184,-0.01053847
-0.0001137089,-0.001749861,0.0001265006,0.004430279,1.254611e-13,9.274741e-10,9.504985e-10,9.527336e-10,9.527336e-10,9.084739e-10,8.981903e-10,0.9895455,-0.1180854,-0.2307408,-0.005512681
-0.0001135034,-0.001741321,0.0001266807,0.004434084,1.254849e-13,9.287983e-10,9.519579e-10,9.540342e-10,9.540342e-10,9.096268e-10,8.995743e-10,0.9902752,-0.1130385,-0.2256674,-0.0004888067
-0.000113278,-0.001740416,0.0001267141,0.004434334,1.258201e-13,9.303307e-10,9.536428e-10,9.555226e-10,9.555226e-10,9.109956e-10,9.011619e-10,0.9903234,-0.1079946,-0.2205979,0.004533276
-0.0001131992,-0.00173738,0.000126796,0.004436003,1.258411e-13,9.308402e-10,9.542105e-10,9.560122e-10,9.560122e-10,9.114331e-10,9.017049e-10,0.990686,-0.1029533,-0.2155323,0.009553714
-0.0001131795,-0.001736389,0.0001276865,0.004454416,1.259146e-13,9.310139e-10,9.544024e-10,9.56189e-10,9.56189e-10,9.115795e-10,9.018846e-10,0.9942116,-0.09791473,-0.2104704,0.01457262
-0.0001130573,-0.001735279,0.0001277921,0.004457074,1.259317e-13,9.316949e-10,9.55171e-10,9.568261e-10,9.568261e-10,9.121675e-10,9.026148e-10,0.9947234,-0.09287861,-0.2054121,0.01959012
-0.0001130281,-0.001735036,0.00012799,0.004461498,1.259434e-13,9.320415e-10,9.555458e-10,9.571727e-10,9.571727e-10,9.124824e-10,9.029652e-10,0.9955058,-0.08784484,-0.2003572,0.02460636
-0.0001129908,-0.001734274,0.0001280294,0.004462134,1.260055e-13,9.322477e-10,9.557823e-10,9.573903e-10,9.573903e-10,9.126454e-10,9.031727e-10,0.9956444,-0.08281329,-0.1953057,0.02962147
